dkey,title,authors,source,type,keywords,url
a338f4960e5c33539cc7cde677ece355,Asystentura rodziny - społeczny i instytucjonalny kontekst zawodu w opinii asystentów rodzin,"Zaborowska, Agnieszka","Agnieszka Zaborowska (2017), Asystentura rodziny — społeczny i instytucjonalny kontekst zawodu w opinii asystentów rodzin, „Problemy Polityki Społecznej. Studia i Dyskusje” nr 38(3), s. 117–128. Dostępny w Internecie na www.problemypolitykispolecznej.pl [dostęp: dzień, miesiąc, rok]",article,"['asystentura rodziny', 'pomoc społeczna', 'polityka społeczna']",https://depot.ceon.pl/handle/123456789/14401
debee8ee77502d1feaecd6dda1e3cdc3,Współczesne wyzwania dla prorozwojowej polityki rodzinnej w Polsce,"Zaborowska, Agnieszka","Zaborowska, A. (2016). Współczesne wyzwania dla prorozwojowej polityki rodzinnej w Polsce. W: J.Osiński, M. Nawrot, M. Ostrowska, M. Pachocka (red.). Rozwój we współczesnym świecie. Uwarunkowania, wyzwania, perspektywy (s. 31-44). Warszawa: Oficyna Wydawnicza. Szkoła Głowna Handlowa w Warszawie",article,"['rodzina', 'polityka społeczna']",https://depot.ceon.pl/handle/123456789/14400
49fcfb707b86de6c0f5184a7e9f6a0a5,Polska Rada Ekumeniczna wobec aktualnego kryzysu migracyjnego,"Giemza, Grzegorz","G. Giemza, Polska Rada Ekumeniczna wobec aktualnego kryzysu migracyjnego [w:] Swój i obcy w kontekście współczesnego kryzysu migracyjnego. Doświadczenia i zadania Kościołów i społeczeństwa, Glaeser Z., Giemza G., Warto 2017",bookPart,"['kryzys', 'migracja', 'Polska Rada Ekumeniczna']",https://depot.ceon.pl/handle/123456789/14384
2d7d5f755b798900bc8ec3f9b1508a98,"Antypolityka społeczno-ekonomiczna, czyli niedobór w gospodarce 2","Konat, Grzegorz","G. Konat, ""Antypolityka społeczno-ekonomiczna, czyli niedobór w gospodarce 2"", w: J. Majmurek, P. Szumlewicz (red.), ""Stracone szanse? Bilans transformacji 1989-2009"", DIFIN, Warszawa 2009, ss. 19-49.",bookPart,"['transformacja systemowa', 'polityka gospodarcza', 'bezrobocie', 'ubóstwo', 'wzrost gospodarczy', 'rozwój gospodarczy', 'nierówności społeczne', 'sprawiedliwość społeczna', 'sprawiedliwość dystrybutywna', 'teoria normatywna']",https://depot.ceon.pl/handle/123456789/14383
cba37c31c8fa018b83521027b21f5469,Polska 2030. Wzrost i elastyczność czy rozwój i praca?,"Konat, Grzegorz","G. Konat, ""Polska 2030. Wzrost i elastyczność czy rozwój i praca?"", w: M. Syska (red.), ""Jaka Polska 2030?"", Ośrodek Myśli Społecznej im. Ferdynanda Lassalle'a, Warszawa 2010, ss. 9-35.",bookPart,"['polityka gospodarcza', 'wzrost gospodarczy', 'Polska 2030', 'bezrobocie', 'rynek pracy']",https://depot.ceon.pl/handle/123456789/14382
c2788c982b15f13c7981ae2f73537e0b,Siły zbrojne RP w systemie przeciwdziałania terroryzmowi,"Kaźmierczak, Danuta","D. Kaźmierczak , Siły zbrojne RP w systemie przeciwdziałania terroryzmowi, [w:] red. J. Kuck, Bezpieczeństwo w procesach globalizacji – dziś i jutro, UKiP J&D Gębka Gliwice, 2013, ISBN978-83-87296-49-0 str./p. 49 - 61",article,"['terroryzm', 'siły zbrojne rp', 'system przeciwdziałania terroryzmowi', 'bezpieczeństwo narodowe']",https://depot.ceon.pl/handle/123456789/14379
129e7ccc3dcdb61e5eae054d0e95b431,Nowoczesne rozwiązania do wsparcia procesów w organizacji edukacyjnej,"Kaźmierczak, Danuta","D. Kaźmierczak , Modern Solutions to Support Processes in Educational Organizations, [w:]red. J. Kuck, Współczesne problemy bezpieczeństwa i marketingu, UKiP J&D Gębka Gliwice, WSZMiJO Katowice 2014 ISBN 978-83-64590-27-6 ; str/pages: 17-40",article,"['organizacja', 'edukacja', 'procesy', 'platforma e-learningowa']",https://depot.ceon.pl/handle/123456789/14378
2bfad73f406be28273207d381463081f,Paradoksy w zarządzaniu organizacją - wejście do czy wyjście z labiryntu,"Leja, Krzysztof","Leja K., (2013), Paradoksy w zarządzaniu organizacją - wejście do czy wyjście z labiryntu, Przedsiębiorczość i Zarządzanie TOM XIV, ZESZYT 13 CZĘŚĆ I, s.53-64.",article,"['paradoksy strategiczne', 'uniwersytet', 'zarządzanie']",https://depot.ceon.pl/handle/123456789/14376
785fc5b666e424998d8a5666cc7e6877,Dochód obywatelski: liberalna utopia?,"Konat, Grzegorz","G. Konat, ""Dochód obywatelski: liberalna utopia?"", Le Monde diplomatique - edycja polska, nr 5 (87), maj 2013.",article,"['dochód obywatelski', 'dochód podstawowy', 'dochód gwarantowany', 'dochód bezwarunkowy', 'liberalizm', 'socjalizm', 'transformacja systemowa']",https://depot.ceon.pl/handle/123456789/14374
783a2095a6a53aafa4fee5eb916aa03c,Importowanie mapy zasadniczej do modelu BIM,"Borkowski, Andrzej Szymon","Borkowski Andrzej Szymon: Importowanie mapy zasadniczej do modelu BIM, Budownictwo i Architektura, 16 (3), 2017, 45-51",article,"['technologia BIM', 'import', 'mapa zasadnicza']",https://depot.ceon.pl/handle/123456789/14366
bbfb8cabba89bdbff3630b728e6b3418,Między II i III RP. Gospodarka Polski Ludowej,"Konat, Grzegorz","T. Ciborowski, G. Konat, ""Między II i III RP. Gospodarka Polski Ludowej"", w: J. Majmurek, P. Szumlewicz (red.), ""PRL bez uprzedzeń"", Instytut Wydawniczy Książka i Prawa, Warszawa 2010, ss. 17-49.",bookPart,"['historia gospodarcza', 'gospodarka PRL', 'gospodarka II RP', 'gospodarka III RP', 'gospodarka Polski Ludowej', 'centralne planowanie', 'rozwój gospodarczy']",https://depot.ceon.pl/handle/123456789/14360
5ac5ce5f39c9ce4b32a14fe04d888d03,"Trzy misje uczelni, trzy ścieżki kariery","Leja, Krzysztof","Leja K., (2015), Trzy misje uczelni, trzy ścieżki kariery, Forum Akademickie 1.",article,"['misja uczelni', 'ścieżki kariery akademickiej', 'trzecia misja uczelni']",https://depot.ceon.pl/handle/123456789/14359
08a6f57b892124d689e15aeb29961cd6,Dług publiczny: mity i rzeczywistość,"Konat, Grzegorz","G. Konat, ""Dług publiczny: mity i rzeczywistość"", w: P. Wielgosz (red.), ""Dyktatura długu"", Instytut Wydawniczy Książka i Prasa, Warszawa 2016, ss. 27-39",bookPart,"['dług publiczny', 'deficyt budżetowy', 'finanse publiczne', 'Michał Kalecki', 'kryzys gospodarczy']",https://depot.ceon.pl/handle/123456789/14358
48babed36f48242e22f6d121b420985f,Po co Polsce euro?,"Konat, Grzegorz","G. Konat, ""Po co Polsce euro?"", w: P. Wielgosz (red.), ""Koniec Europy jaką znamy"", Instytut Wydawniczy Książka i Prasa, Warszawa 2013, ss. 225-235.",bookPart,"['euro', 'strefa euro', 'kryzys gospodarczy', 'rozwój gospodarczy', 'unia walutowa', 'gospodarka Polski']",https://depot.ceon.pl/handle/123456789/14354
b0c378ff9f6cf05aec2d2ec3ec959d5e,E-organizacje w zintegrowanym systemie bezpieczeństwa narodowego,"Kaźmierczak, Danuta","D. Kaźmierczak , E-organizacje w zintegrowanym systemie bezpieczeństwa narodowego, [w:] red. A. Limański, R. Milic-Czerniak, Konkurencyjność podmiotów gospodarczych i jej determinanty, UKiP J&D Gębka, Gliwice 2013, ISBN 978-83-87296-64-3 str./p. 505-516",article,"['e-organizacje', 'zintegrowany system', 'bezpieczeństwo narodowe']",https://depot.ceon.pl/handle/123456789/14350
fb2b676ac24fd605fe6a82bcca94fd47,"Projektowanie ideału, czyli wizja uniwersytetu przyszłości","Leja, Krzysztof","Leja K. (2015), Projektowanie ideału, czyli wizja uniwersytetu przyszłości, w: J. Woźnicki (red.) Program rozwoju szkolnictwa wyższego do 2020 r. Część V - Deregulacja w systemie szkolnictwa wyższego, Fundacja Rektorów Polskich, s. 40-54",bookPart,"['projektowanie ideału', 'uniwersytet', 'zarządzanie']",https://depot.ceon.pl/handle/123456789/14327
24218f80726d2b2a9df3d5b5de29a1c4,Ateńskie procesy o bezbożność do 399 r. p.n.e. - próba analizy,"Filonik, Jakub","Filonik, J. (2014). Ateńskie procesy o bezbożność do 399 r. p.n.e. - próba analizy. Meander, 69, 65-108. DOI: 10.24425/118435",article,[],https://depot.ceon.pl/handle/123456789/14323
cdfccf84cd6a11fab5eefd5acfafc5c5,Ateńskie procesy o bezbożność po 399 r. p.n.e. - próba analizy,"Filonik, Jakub","Filonik, J. (2016). Ateńskie procesy o bezbożność po 399 r. p.n.e. : próba analizy. Meander, 71, 85-110. DOI: 10.24425/118474",article,[],https://depot.ceon.pl/handle/123456789/14322
56cc7f4d35cbc431bf80c05caeac15d9,Uniwersytet na rozdrożu,"Leja, Krzysztof","Leja K., (2017), Uniwersytet na rozdrożu, Studia i Prace Kolegium Zarządzania i Finansów, Zeszyt 155, s.9-24",article,"['modele uniwersytetu', 'tożsamość uniwersytetu', 'Daniel Pink', 'kwardant wiedzy']",https://depot.ceon.pl/handle/123456789/14301
0dfcaec1da14ec86fda65843bb4b8ba9,Modele jakości usług a zarządzanie szkołą wyższą,"Dominiak, Piotr","Dominiak P., Leja K. (2001), Modele jakości usług a zarządzanie szkołą wyższą, Nauka i szkolnictwo wyższe 2/18, s. 91-102",article,"['usługi edukacyjne', 'jakość usług', 'SERVQUAL']",https://depot.ceon.pl/handle/123456789/14331
838d797283a5776fca441df3673a1a28,Uniwersytet społecznie odpowiedzialny - przykład AGH,"Leja, Krzysztof","Leja K., (2009), Uniwersytet społecznie odpowiedzialny-przykład AGH, e-mentor 4/31, s.4-12",article,"['społeczna odpowiedzialność uczelni', 'organizacja służąca otoczeniu', 'AGH']",https://depot.ceon.pl/handle/123456789/14330
76054bacf6d66b42306ec50ff4c6c964,Wybrane elementy zarządzania wiedzą w organizacji publicznej na przykładzie Urzędu Miasta Elbląga,"Brozdowski, Przemysław","Brozdowski P., Dyrlico P., Leja K. (2005), Wybrane elementy zarządzania wiedzą w organizacji publicznej na przykładzie Urzędu Miasta Elbląga, e-mentor nr 2 (9) / 2005",article,"['organizacja publiczna', 'zarządzanie wiedzą', 'procesy zarządzania wiedzą']",https://depot.ceon.pl/handle/123456789/14329
8ae9ed75fe814ffd0909bb33699893b2,Kategoria stylów życia w twórczości naukowej Elżbiety Tarkowskiej,"Zalewska, Joanna","Zalewska J. (2015). Kategoria stylów życia w twórczości naukowej Elżbiety Tarkowskiej. W: K. Górniak, T. Kanasz, B. Pasamonik i J. Zalewska (red.). Socjologia czasu, kultury i ubóstwa. Księga jubileuszowa dla profesor Elżbiety Tarkowskiej. Wydawnictwo APS, s. 157-167.",bookPart,"['styl życia', 'Elżbieta Tarkowska', 'czas społeczny', 'ubóstwo', 'orientacja temporalna']",https://depot.ceon.pl/handle/123456789/14294
dd1f6ca0a946b17a6aeaeb9d51de974a,Między obyczajem a modą: wykluczenie cyfrowe osób starszych w perspektywie przemian praktyk społecznych,"Zalewska, Joanna","Zalewska, J. (2015). Między obyczajem a modą: wykluczenie cyfrowe osób starszych w perspektywie przemian praktyk społecznych. Studia Socjologiczne, Socjologia starzenia, 2 (217), 241-263.",article,"['socjologia starości', 'wykluczenie cyfrowe', 'praktyki społeczne', 'obyczaj', 'moda', 'starsze pokolenia', 'ideologia postępu', 'kategoria obcego', 'emocje']",https://depot.ceon.pl/handle/123456789/14273
be89a27325c89445e571745fa1c06f0d,Rewolucja konsumpcyjna i kształtowanie się podmiotu emocjonalnego w perspektywie Norberta Eliasa,"Zalewska, Joanna","Zalewska, J. (2015). Rewolucja konsumpcyjna i kształtowanie się podmiotu emocjonalnego w perspektywie Norberta Eliasa. Kultura i Społeczeństwo, Czytając Eliasa, 1, 115-136.",article,"['socjologia procesu Norberta Eliasa', 'monopolizacja', 'racjonalizacja', 'rewolucja konsumpcyjna', 'moda', 'emocje', 'nowoczesny hedonizm', 'racjonalizacja emocji']",https://depot.ceon.pl/handle/123456789/14271
b471dc6bf87c46701bf1fcda8cb5bdfa,"Wspólny dom. ""Ekologiczna"" encyklika papieża Franciszka","Machinek, Marian",unknown_source,article,[],https://depot.ceon.pl/handle/123456789/14267
6d509bc65cc525829e456939cca2988c,Metodologiczny kontekst pojęcia dyskryminacji w badaniach nad dyskryminacją społeczną,"Pasikowski, Sławomir",unknown_source,article,"['dyskryminacja', 'moc dyskryminacyjna', 'analiza dyskryminacyjna', 'badania nad dyskryminacją społeczną']",https://depot.ceon.pl/handle/123456789/14266
c1cc4c37c8bcafc65bf4b2029fe638f3,Zagrożenia pomiaru cech niejednorodnych i cech rozmytych w badaniach nad edukacją,"Pasikowski, Sławomir",unknown_source,article,"['edukacja', 'pomiar', 'trafność', 'cechy niejednorodne', 'cechy rozmyte']",https://depot.ceon.pl/handle/123456789/14265
101075c97b5a8cb5e13b4d35314d99de,Zarządzanie zmianą – aspekty psychospołeczne,"Wiącek, Marta","M. Wiącek, Zarządzanie zmianą – aspekty psychospołeczne, Akademia Zarządzania 2017, 1(1), s. 23-34",article,"['zmiana', 'organizacja', 'opór', 'psychospołeczne determinanty zmiany']",https://depot.ceon.pl/handle/123456789/14264
1a4a0ae7b772786747908b9c4204e8de,Kierownicy wobec zarządzania różnorodnością – wyniki badań pilotażowych,"Mendryk, Iwona","I. Mendryk, A. Tor, Kierownicy wobec zarządzania różnorodnością – wyniki badań pilotażowych, Akademia Zarządzania 2017, 1(1), s. 6-22",article,"['różnorodność', 'zarządzanie różnorodnością', 'kierownicy']",https://depot.ceon.pl/handle/123456789/14261
1453663ee8c65cec0e2a4e0c07019ac6,Bezdroża ekologii - chrześcijańska krytyka współczesnych nurtów ekologii,"Jurczyk, Bernard",unknown_source,article,"['ekologia', 'teologia moralna']",https://depot.ceon.pl/handle/123456789/14259
4671017e8b70eb25bfe11eee034bc6fc,Subwencjonowanie rolnictwa w ramach zasady de minimis,"Jeżyńska, Beata",unknown_source,article,"['prawo rolne', 'Wspólna Polityka Rolna']",https://depot.ceon.pl/handle/123456789/14253
13ee185c0f01b3ec0040f75cdc6cae74,Polityki publiczne wobec migracji,"Pawlak, Mikołaj","Pawlak, Mikołaj. 2018. Polityki publiczne wobec migracji. In: J. Kwaśniewski (ed.). Nauki o polityce publicznej: Monografia dyscypliny. Warszawa: Instytut Profilaktyki Społecznej i Resocjalizacji UW, pp. 288-311.",bookPart,[],https://depot.ceon.pl/handle/123456789/14252
33bfc339abaa4ef0b9308b0fcff800e6,Jungowska metanoija w mitycznych podróżach bohatera Baśni Hermanna Hesse,"Zasuń, Anna","Zasuń, A. (2007). Jungowska metanoija w mitycznych podróżach bohatera Baśni Hermanna Hesse. W: K. Węgłowska-Rzepa, D. Fredericksen (red.). Między świadomością a nieświadomością. Warszawa: Eneteia",bookPart,"['psychologia', 'kultura', 'psyche', 'osobowość', 'metanoia']",https://depot.ceon.pl/handle/123456789/14192
621313e028724bf3c3253e2890dcb990,Nowe ruchy religijne w przestrzeni on-line: Kościół Scjentologiczny a Internet,"Anoszko, Sergiusz","Sergiusz Anoszko, Nowe ruchy religijne w przestrzeni on-line: Kościół Scjentologiczny a Internet, [w:] ""Obywatel w Internecie"", red. M. Butkiewicz, P. P. Płatek, Warszawa, Dom Wydawniczy Elipsa, 2017, s. 45-62.",article,"['apologetyka', 'cyberprzestrzeń', 'Internet', 'Kościół scjentologiczny (KS)', 'nowy ruch religijny (NRR)', 'wolność wyznania']",https://depot.ceon.pl/handle/123456789/14191
f49004850e70ae4b5271cbaf37df6553,Edukacja wersja beta. Pokolenie Z i pokolenie Alfa a kompetencje uczestnictwa w kulturze,"Stunża, Grzegorz D.","Grzegorz D. Stunża (2017). Edukacja wersja beta. Pokolenie Z i pokolenie Alfa a kompetencje uczestnictwa w kulturze, Kultura Popularna 1 (50): 86-94.",article,[],https://depot.ceon.pl/handle/123456789/14187
6d90789707247417224092b72494c0ef,Cyfrowe (nie)kompetencje. Nowe technologie w służbie „ja”,"Stachura, Krzysztof","Krzysztof Stachura (2017). Cyfrowe (nie)kompetencje. Nowe technologie w służbie „ja”, Kultura Popularna 1 (50): 4-14.",article,[],https://depot.ceon.pl/handle/123456789/14186
5a94292a230df126177b9ccbf80759d1,Kościół katolicki wobec Internetu. Zarys problematyki w ujęciu historycznym,"Sołga, Przemysław","Przemysław Sołga (2016). Kościół katolicki wobec Internetu. Zarys problematyki w ujęciu historycznym, Res Gestae. Czasopismo Historyczne, 2: 145-161.",article,"['Kościół katolicki', 'internet', 'Jan Paweł II', 'Benedykt XVI', 'papież Franciszek']",https://depot.ceon.pl/handle/123456789/14185
d417806ab8dffd4224f0ad04c88e243a,Obecne nieobecne. Kondycja polskich czasopism naukowych z zakresu nauk humanistycznych i społecznych,"Kowalska, Małgorzata","Kowalska, Małgorzata (2016) Obecne nieobecne. Kondycja polskich czasopism naukowych z zakresu nauk humanistycznych i społecznych, Toruńskie Studia Biblilogiczne, 2 (17): 251-263. DOI: http://dx.doi.org/10.12775/TSB.2016.029",article,"['czasopisma naukowe', 'marketing internetowy', 'nauki humanistyczne', 'nauki społeczne', 'parametryzacja']",https://depot.ceon.pl/handle/123456789/14182
43112980799322acfb05c7289cca2e69,"„Kwazar”, „Fantom”, „Czerwony Karzeł”, „Inne Planety”. Kilka uwag krytycznych o nietypowej sytuacji fantastycznych fanzinów w kulturze polskiej","Kochanowicz, Rafał","Rafał Kochanowicz (2016) „Kwazar”, „Fantom”, „Czerwony Karzeł”, „Inne Planety”. Kilka uwag krytycznych o nietypowej sytuacji fantastycznych fanzinów w kulturze polskiej, Poznańskie Studia Polonistyczne. Seria Literacka 28 (48): 249-269.",article,[],https://depot.ceon.pl/handle/123456789/14181
7f145b5885f4b1517acb20fd830bbe7d,"Fotografia w badaniach nad stygmą społeczną. Wnioski metodologiczne z badań nad stygmatyzacją osób, które popełniły przestępstwo","Chomczyński, Piotr","Chomczyński, Piotr. (2017). Fotografia w badaniach nad stygmą społeczną. Wnioski metodologiczne z badań nad stygmatyzacją osób, które popełniły przestępstwo, Studia Edukacyjne, Nr 44, ss. 177-194, DOI: 10.14746/ se.2017.44.11",article,"['stygma', 'stygmatyzacja', 'metody jakościowe', 'socjologia wizualna', 'wywiad swobodny', 'zogniskowany wywiad grupowy']",https://depot.ceon.pl/handle/123456789/14143
f2a704c0288bcffdc1b683d0f7618a75,Obłęd profetyczny w dramacie Kasandra (Касандра) Łesi Ukrainki,"Boruszkowska, Iwona",unknown_source,article,"['obłęd profetyczny', 'szaleństwo', 'Kasandra', 'Łesia Ukrainka', 'ukraiński modernizm', 'defekt']",https://depot.ceon.pl/handle/123456789/14138
eab400318c3720ef6280571c0162bc21,"Szaleństwo, (nie)rozum i wstręt we Wstręcie Romana Polańskiego oraz Pianistce Elfriede Jelinek","Wróblewski, Łukasz",unknown_source,article,"['szaleństwo', 'wstręt', '(nie)rozum', 'przemoc']",https://depot.ceon.pl/handle/123456789/14137
db286bfb4c0f43aa930111249a58cfda,Szaleństwo codzienności we współczesnej dramaturgii rosyjskiej,"Charko-Klekot, Paulina",unknown_source,article,"['współczesna dramaturgia rosyjska', 'codzienność', 'Nikołaj Kolada', 'Oleg Bogajew', 'Wasilij Sigariew', 'Jarosława Pulinowicz']",https://depot.ceon.pl/handle/123456789/14136
4491dc6c3e43f151d7a8dad3aebac2bb,Dyskurs szaleńca – Nimfomanka Larsa von Triera,"Misiarz-Filipek, Sabina",unknown_source,article,"['szaleństwo', 'opresja', 'porządek symboliczny', 'realne', 'hermeneutyka']",https://depot.ceon.pl/handle/123456789/14135
4031416f875ce099d440969acb7470ce,Taneczne obrazy szaleństwa na przykładzie wybranych inscenizacji baletu Giselle Adolphe’a Adama,"Narewska, Anna",unknown_source,article,"['Giselle', 'balet', 'taniec', 'szaleństwo', 'reinterpretacja']",https://depot.ceon.pl/handle/123456789/14134
66e47b78e7924e65931c83d466d819b0,Początki prasy psychologicznej na ziemiach polskich na przełomie XIX i XX wieku,"Domarańczyk, Daria",unknown_source,article,"['psychologia', 'prasa', 'ziemie polskie', 'artykuły', 'badacze']",https://depot.ceon.pl/handle/123456789/14133
17bb27d5bba693f7a7adaed8e6d9c2d3,Specjalna misja monitorująca OBWE na Ukrainie – cele i problemy w ich realizacji,"Tkachuk, Olesia",unknown_source,article,"['OBWE', 'misja monitorująca', 'Ukraina', 'konflikt']",https://depot.ceon.pl/handle/123456789/14132
adb95396ff639ab59b35fc7027133fe6,Hiperracjonalność jako niedostatek rozumności. Studium depresji,"Michalska, Anna",unknown_source,article,"['depresja', 'racjonalność', 'nadrefleksja', 'ciało', 'percepcja ciała']",https://depot.ceon.pl/handle/123456789/14131
0e831c2d59b2421c1f69dc221715a945,Urządzenie zwane szaleństwem,"Zbrzeźniak, Urszula",unknown_source,unknown_doc_type,"['szaleństwo', 'psychiatria', 'władza', 'wiedza']",https://depot.ceon.pl/handle/123456789/14130
79315e8a961a47b9d291648a3104714e,Totalność zaburzenia – chory świat Niecierpliwych Zofii Nałkowskiej,"Byrska, Aleksandra",unknown_source,article,"['zaburzenia', 'miłość', 'rodzina', 'relacje międzyludzkie', 'kobiecość', 'męskość', 'powieść eksperymentalna']",https://depot.ceon.pl/handle/123456789/14129
c52be834996fb93f372d6c573212921a,Locating the Totalitarian Insanity: The Chronotope of the Asylum in Mykola Khvyliovyi’s A Tale about the Sanatorium Zone and Ken Kesey’s One Flew Over the Cuckoo’s Nest,"Wesselenyi, Olexandr",unknown_source,article,[],https://depot.ceon.pl/handle/123456789/14128
0615a8bc3cc839e109eaaaa4e49589fe,„Humanizacja wojny” Ograniczanie możliwości użycia niektórych broni w konflikcie zbrojnym w kontekście norm etycznych,"Pochylska, Anna",unknown_source,article,"['etyka', 'międzynarodowe prawo humanitarne', 'prawo konfliktów zbrojnych', 'automatyka i robotyka', 'technologie wojskowe']",https://depot.ceon.pl/handle/123456789/14127
4d0513e9e3dcbf7c2820451345749680,"Przyjaciel Ameryki, sojusznik Rosji? Zawiłości tureckiej polityki zagranicznej","Olszowska, Karolina Wanda",unknown_source,article,"['Turcja', 'Recep Tayyip Erdoğan', 'Rosja', 'Stany Zjednoczone', 'stosunki międzynarodowe', 'Bliski Wschód']",https://depot.ceon.pl/handle/123456789/14126
c3b4ac94af7e7350a119052c3fca908e,Niemiecki eksport broni do Bułgarii w okresie od sierpnia 1938 do lutego 1941 roku,"Rusin, Bartłomiej",unknown_source,article,"['handel bronią', 'II wojna światowa na Bałkanach', 'historia Bułgarii', 'stosunki bułgarsko-niemieckie']",https://depot.ceon.pl/handle/123456789/14125
bdeb179cbcb4943bd8ca09d39a5c7484,Wybrane problemy interpretacyjne zasiłku dla bezrobotnych,"Brodecki, Michał",unknown_source,article,"['bezpieczeństwo socjalne', 'zasiłek dla bezrobotnych', 'społeczne świadczenia']",https://depot.ceon.pl/handle/123456789/14124
0c5babb6e0b0b997a09d40cb9ed183ae,Wyznaczniki ewolucji chińskiej polityki zagranicznej zawarte w Białej Księdze Obrony (2014),"Adamczyk, Marcin","Adamczyk, Marcin. (2017). Wyznaczniki ewolucji chińskiej polityki zagranicznej zawarte w Białej Księdze Obrony (2014) / Indicators of China’s foreign policy evolution in Defence White Paper (2014). Zeszyty Naukowe Towarzystwa Doktorantów UJ. Nauki Społeczne. 18. 81-101.",article,"['Chiny', 'Biała Księga Obrony', 'Azja i Pacyfik', 'ewolucja polityki zagranicznej']",https://depot.ceon.pl/handle/123456789/14123
62dbe6f946d1e4d8f2d9674a41576a79,Wpływ atmosfery stosowanej w segmencie dyfuzji w procesach FineLPN na właściwości warstw azotowanych na stalach HS6-5-2 oraz X37CrMo51,"Kula, Piotr","Kula P., Januszewicz B., Wołowiec E., Rzepkowski A., Pietrasik R.: Wpływ atmosfery stosowanej w segmencie dyfuzji w procesach FineLPN na właściwości warstw azotowanych na stalach HS6-5-2 oraz X37CrMo51, Piece Przemysłowe i Kotły 9-10 (2013) 42-45.",article,[],https://depot.ceon.pl/handle/123456789/14122
5d683100d98de9cfd86f4da0f1ef3f3d,Czym są gnostyckie dystopie? Refleksja nad gnostycką wizją świata w badaniach nad dystopiami,"Kwiatkowski, Fryderyk","Fryderyk Kwiatkowski, Czym są gnostyckie dystopie? Refleksja nad gnostycką wizją świata w badaniach nad dystopiami, w: Ksenia Olkusz, Krzysztof M. Maj (red.), Narracje fantastyczne, Ośrodek Badawczy Facta Ficta, Kraków 2017.",bookPart,"['gnostycyzm', 'utopia', 'dystopia', 'film', 'Hollywood', 'kino amerykańskie']",https://depot.ceon.pl/handle/123456789/14104
60cfd3e3e135f0569f7310111015b9f8,Koncepcja i specyfika łańcucha dostaw w budownictwie,"Ryciuk, Urszula","Ryciuk U., Koncepcja i specyfika łańcucha dostaw w budownictwie, „Przedsiębiorczość i Zarządzanie” 2014, T.15, z.6-cz.1, s. 429-439.",article,"['łańcuch dostaw w budownictwie', 'zarzadzanie łańcuchem dostaw w budownictwie', 'projektowy łańcuch dostaw', 'specyfika łańcucha dostaw w budownictwie']",https://depot.ceon.pl/handle/123456789/14090
591a76f4ec45b9622c82b4a01c640f59,Teologia misji i ruch misyjny w nauczaniu wczesnego Kościoła Jezusa Chrystusa Świętych w Dniach ostatnich (mormonów),"Anoszko, Sergiusz","Sergiusz Anoszko, Teologia misji i ruch misyjny w nauczaniu wczesnego Kościoła Jezusa Chrystusa Świętych w Dniach ostatnich (mormonów), Annales Missiologici Posnanienses, tom 22 (2017), s. 99-114.",article,"['Księga Mormona', 'misja', 'mormonizm', 'nawracanie', 'objawienie']",https://depot.ceon.pl/handle/123456789/14083
12aaccadb7cd54329d8a76aefcc7cbeb,Antropologia komputerowa wobec fenomenu gier komputerowych,"Gałuszka, Damian","Damian Gałuszka (2015). Antropologia komputerowa wobec fenomenu gier komputerowych, Studia Socjologiczne, 4(219): 239-251.",article,[],https://depot.ceon.pl/handle/123456789/14080
81fcb302637b9d35903f16c49ecbe5cf,"Męskość w wersji „pop”, czyli jaki jest współczesny mężczyzna celebryta? Studium przypadku","Piotrowska, Anna","Anna Piotrowska (2015). Męskość w wersji „pop”, czyli jaki jest współczesny mężczyzna celebryta? Studium przypadku, Dyskurs Młodych Andragogów, 16: 339-351.",article,"['zjawisko celebrities', 'celebryta', 'rola społeczna', 'wzór męskości']",https://depot.ceon.pl/handle/123456789/14079
68a83319111e5a76c7b6612728500614,Ethnic Minorities’ Media in Great Britain,"Leonowicz-Bukała, Iwona","Iwona Leonowicz-Bukała (2012). Ethnic Minorities’ Media in Great Britain, w: Media Mosaic. Modern Media in the New World, Anna Siewierska-Chmaj (red.), Krakow – Rzeszow- Zamosc: University of Information Technology and Management in Rzeszow.",bookPart,[],https://depot.ceon.pl/handle/123456789/14078
6f0f7978ea10b711f065ca2784d8ea92,Emocje i praca emocjonalna personelu instytucji korekcyjnych dla młodzieży w kontekście działań resocjalizacyjnych,"Chomczyński, Piotr","Chomczyński, Piotr (2017) EMOCJE I PRACA EMOCJONALNA PERSONELU INSTYTUCJI KOREKCYJNYCH DLA MŁODZIEŻY W KONTEKŚCIE DZIAŁAŃ RESOCJALIZACYJNYCH, Przegląd Socjologiczny, tom 66, nr 2, ss. 63-89, DOI: 10.26485/PS; DOI: 10.26485/PS/2017/66.2",article,"['praca emocjonalna', 'zakłady poprawcze', 'schroniska dla nieletnich', 'instytucje totalne', 'paradygmat interpretatywny', 'interakcje', 'resocjalizacja']",https://depot.ceon.pl/handle/123456789/14088
15c7aa45657085f8f1197cc125532bc0,Edukacja Globalna w nauczaniu uczniów i uczennic ze specjalnymi potrzebami edukacyjnymi,"Markowska-Manista, Urszula","Urszula Markowska-Manista, Aleksandra Niedźwiedzka-Wardak (red.) (2013). Edukacja Globalna w nauczaniu uczniów i uczennic ze specjalnymi potrzebami edukacyjnymi, Warszawa: Chrześcijańska Służba Charytatywna.",book,[],https://depot.ceon.pl/handle/123456789/14077
